Código;Descripción;Ref.prov;Prov.;Costo;Venta;Stock();Margen;Real
;SPUDNIK 150 MM DELUXE;REFLECTOR-12;2;96,68;170,01;0;0;45,32
;REFLECTOR RAPTOR;REFLECTOR-13;6;128,26;215;0;0;38,54
;SUPER-SPREADER GRANDE;REFLECTOR-14;2;12,5;28;-8;0;85,12
;CASQUILLO ADJUST AD WINGS;REFLECTOR-15;2;18,15;34;0;0;54,82
;REFLECTOR PARABOLIC 1 M2;REFLECTOR-16;2;38,84;74;0;0;57,47
;REFLECTOR ADJUST AD WINGS GRANDE;REFLECTOR-17;2;108,43;185;0;0;41
;REGADERA 2 L CUELLO LARGO;REGADERA-01;2;0,85;2;0;0;94,12
;BUBBLICIOUS 5 UNID. FEMINIZADAS;RESIN SEEDS-01;1;16,5;30;0;0;65,27
;CANNATONIC 5 UNID. FEMINIZADAS;RESIN SEEDS-02;1;30,25;55;0;0;65,29
;CRITICAL HAZE 5 UNID. FEMINIZADAS;RESIN SEEDS-03;1;22;40;0;0;65,27
;L.A. ULTRA 5 UNID. FEMINIZADAS;RESIN SEEDS-04;1;19,25;35;0;0;65,3
;SOUR P 5 UNID. FEMINIZADAS;RESIN SEEDS-05;1;30,25;55;0;0;65,29
;YUMMY 5 UNID. FEMINIZADAS;RESIN SEEDS-06;1;22;40;0;0;65,27
;BUBBLICIOUS 10 UNID. FEMINIZADAS;RESIN SEEDS-07;1;27,5;50;0;0;65,27
;CANNATONIC 10 UNID. FEMINIZADAS;RESIN SEEDS-08;1;55;100;0;0;65,29
;CRITICAL HAZE 10 UNID. FEMINIZADAS;RESIN SEEDS-09;1;41,25;75;0;0;65,28
;L.A. ULTRA 10 UNID. FEMINIZADAS;RESIN SEEDS-10;1;33;60,01;0;0;65,3
;SOUR P 10 UNID. FEMINIZADAS;RESIN SEEDS-11;1;55;100;0;0;65,29
;YUMMY 10 UNID. FEMINIZADAS;RESIN SEEDS-12;1;41,25;75;0;0;65,28
;BUBBLICIOUS 10 UNID. REGULARES;RESIN SEEDS-13;1;19,25;35;0;0;65,3
;CANNATONIC 10 UNID. REGULARES;RESIN SEEDS-14;1;33;60,01;0;0;65,3
;CRITICAL HAZE 10 UNID. REGULARES;RESIN SEEDS-15;1;24,75;45;0;0;65,29
;L.A. ULTRA 10 UNID. REGULARES;RESIN SEEDS-16;1;22;40;0;0;65,27
;MICROTUBO;RIEGO-01;1;0,14;0;0;0;-100
;T DE 16 MM;RIEGO-02;2;0,19;0;0;0;-100
;CODO DE 16 MM;RIEGO-03;2;0,12;0;0;0;-100
;PIQUETA;RIEGO-04;1;0,14;0;0;0;-100
;PULPO GOTERO 12 CAPILARES;RIEGO-05;6;14,52;28;-2;0;59,37
;"FILTRO MALLAS 1""";RIEGO-06;6;6,05;11;0;0;50,25
;PROGRAMADOR RIEGO DIGITAL GRIFO 2 SALIDAS;RIEGO-08;1;50,22;90;0;0;48,11
;TAPON FINAL RAMAL 16 MM;RIEGO-09;2;0,08;0;0;0;-100
;VALVULA RAMAL DE 16 MM;RIEGO-10;1;0,77;1;0;0;7,79
;MANGUITO UNION DE 25 MM;RIEGO-11;1;1,73;3;0;0;43,35
;TE IGUAL DE 25 MM;RIEGO-12;1;2,47;4,01;0;0;34,01
;"TE ROSCA HEMBRA 25x3/4""x25";RIEGO-13;1;2,47;4,01;0;0;34,01
;CODO DE 25 MM;RIEGO-14;1;1,73;3;0;0;43,35
;TAPON DE 25 MM;RIEGO-15;1;1,24;2;0;0;33,06
;LANZA DE RIEGO TELESCOPICA;RIEGO-17;2;11,41;25;0;0;81,07
;MANTA DE RIEGO 1M.;RIEGO-18;6;4,48;9;0;0;66,07
;PROGRAMADOR DE RIEGO ANALOGICO WASSERTECH;RIEGO-19;1;17,32;35,01;0;0;67,03
;"DRENAJE CODO 25x1"" (MESA)";RIEGO-20;6;1,69;3;0;0;46,75
;"DRENAJE TE 25x1"" (MESA)";RIEGO-21;6;2,76;5;0;0;49,64
;TUBERIA DE POLIETILENO 16 MM;RIEGO-23;2;0,29;0;0;0;-100
;CAPILAR CON PIQUETA 1 METRO;RIEGO-24;6;0,17;0;0;0;-100
;GOTERO BIG DRIPPA WATERKING KIT;RIEGO-25;6;11,31;21,01;0;0;53,49
;GOTERO RIEGOLUX 1 UNID.;RIEGO-26;2;2,43;5;0;0;69,96
;DRENAJE ROSCA 1 PULGADA (MESA);RIEGO-27;2;2,64;6;0;0;87,88
;ROTATOR XL TWIN 80x60x42 CMS (2x36 LTS);ROTATOR-01;6;656,6;1.395,00;0;0;75,58
;ROTATOR XL TWIN 80x60x42 CMS (64 LTS);ROTATOR-02;6;608,48;1.075,00;0;0;46,01
;ROTATOR M 60x40x32 CMS (24LTS);ROTATOR-03;6;287,98;476,99;0;0;36,89
;MALLA ROTATOR M 24 LTS 165;ROTATOR-04;6;24,17;43;0;0;47,04
;WHITE WIDOW 3 UNID. FEMINIZADAS;ROYAL QUEEN-01;1;9,9;20;0;0;83,64
;BLUE MYSTIC 3 UNID. FEMINIZADAS;ROYAL QUEEN-02;2;9,9;20;0;0;83,64
;SKUNK # 1  3 UNID. FEMINIZADAS;ROYAL QUEEN-03;1;9,9;20;0;0;83,64
;ICE 3 UNID. FEMINIZADAS;ROYAL QUEEN-04;1;11,55;23;0;0;81,04
;FRUIT SPIRIT 3 UNID. FEMINIZADAS;ROYAL QUEEN-05;1;11,55;23;0;0;81,04
;POWER FLOWER 3 UNID. FEMINIZADAS;ROYAL QUEEN-06;2;10,38;23;0;0;101,45
;SHINING SILVER HAZE 3 UNID. FEMINIZADAS;ROYAL QUEEN-07;1;11,55;23;0;0;81,04
;NORTHERN LIGHTS 3 UNID. FEMINIZADAS;ROYAL QUEEN-08;1;11,55;23;0;0;81,04
;CRITICAL 3 UNID. FEMINIZADAS;ROYAL QUEEN-09;1;11,55;23;0;0;81,04
;AMNESIA HAZE 3 UNID. FEMINIZADAS;ROYAL QUEEN-10;1;13,2;27,01;0;0;85,98
;WHITE WIDOW 5 UNID. FEMINIZADAS;ROYAL QUEEN-11;1;15,4;30;0;0;77,08
;BLUE MYSTIC 5 UNID. FEMINIZADAS;ROYAL QUEEN-12;1;15,4;30;0;0;77,08
;SKUNK # 1  5 UNID. FEMINIZADAS;ROYAL QUEEN-13;1;15,4;30;0;0;77,08
;ICE 5 UNID. FEMINIZADAS;ROYAL QUEEN-14;1;17,82;35;0;0;78,56
;FRUIT SPIRIT 5 UNID. FEMINIZADAS;ROYAL QUEEN-15;1;17,82;35;0;0;78,56
;POWER FLOWER 5 UNID. FEMINIZADAS;ROYAL QUEEN-16;1;17,82;35;0;0;78,56
;SHINING SILVER HAZE 5 UNID. FEMINIZADAS;ROYAL QUEEN-17;1;17,82;35;0;0;78,56
;NORTHERN LIGHTS 5 UNID. FEMINIZAS;ROYAL QUEEN-18;1;17,82;35;0;0;78,56
;CRITICAL 5 UNID. FEMINIZADAS;ROYAL QUEEN-19;1;17,82;35;0;0;78,56
;AMNESIA HAZE 5 UNID. FEMINIZADAS;ROYAL QUEEN-20;1;20,35;40;0;0;78,67
;WHITE WHIDOW 10 UNID. FEMINIZADAS;ROYAL QUEEN-21;2;28,55;55;0;0;75,13
;BLUE MYSTIC 10 UNID. FEMINIZADAS;ROYAL QUEEN-22;1;28,05;55;0;0;78,25
;SKUNK # 1  10 UNID. FEMINIZADAS;ROYAL QUEEN-23;1;28,05;55;0;0;78,25
;ICE 10 UNID. FEMINIZADAS;ROYAL QUEEN-24;1;33;65;0;0;79,06
;FRUIT SPIRIT 10 UNID. FEMINIZADAS;ROYAL QUEEN-25;1;33;65;0;0;79,06
;POWER FLOWER 10 UNID. FEMINIZADAS;ROYAL QUEEN-26;1;33;65;0;0;79,06
;SHINING SILVER HAZE 10 UNID. FEMINIZADAS;ROYAL QUEEN-27;1;33;65;0;0;79,06
;NORTHERN LIGHTS 10 UNID. FEMINIZADAS;ROYAL QUEEN-28;1;33;65;0;0;79,06
;CRITICAL 10 UNID. FEMINIZADAS;ROYAL QUEEN-29;1;33;65;0;0;79,06
;AMNESIA HAZE 10 UNID. FEMINIZADAS;ROYAL QUEEN-30;1;38,5;75;0;0;77,09
;ROYAL AUTOMATIC 3 UNID.;ROYAL QUEEN-31;1;11,28;23;0;0;85,37
;ROYAL HAZE AUTOMATIC 1 UNID.;ROYAL QUEEN-32;2;4,4;8;0;0;65,23
;ROYAL AK AUTOMATIC 3 UNID. FEMINIZADAS;ROYAL QUEEN-33;2;16,86;33;0;0;77,94
;ROYAL MEDIC 10 UNID. FEMINIZADAS;ROYAL QUEEN-34;2;23,35;45;0;0;75,2
;ULTRAVIOLET AUTOMATIC 3 UNID.;SAMSARA-01;1;14,64;23;0;0;42,83
;THUNDER BLOODY MARY AUTOMATIC 3 UNID.;SAMSARA-02;1;9,8;18;0;0;66,94
;SUPERSONIC CRISTAL STORM AUTOMATIC 3 UNID.;SAMSARA-03;8;9,77;19;0;0;76,77
;FLASH BABYLON AUTOMATIC 3 UNID.;SAMSARA-04;8;7,94;17;0;0;94,58
;LA BELLA AFRODITA AUTOMATIC 3 UNID.;SAMSARA-05;8;8,84;19;0;0;95,36
;SHOT ADREANALINE AUTOMATIC 3 UNID.;SAMSARA-06;1;9,26;17;0;0;66,85
;SECADERO PURE FACTORY 165x55 CM;SECADERO-01;2;15,67;29;0;0;52,97
;SECADERO CUADRADO 80 CM;SECADERO-02;2;23,54;44;-1;0;54,46
;SECADERO MALLA CUADRADO 45 CM;SECADERO-03;6;11,25;22;0;0;61,6
;HINDIANA (HINDU KUSH AUTO) 3 UNID. FEMINIZADAS;SEEDSOFLIFE-01;2;7,92;16,01;0;0;83,71
;JACK 47 AUTO 3 UNID;SEEWT SEEDS-78;2;15,22;29;0;0;73,19
;AUTO SKUNK 1 UNID. FEMINIZADA;SEMILLA GRA-01;11;0,85;5;-2;0;385,88
;AUTO CRITICAL 1 UNID. FEMINIZADA;SEMILLA GRA-02;11;0,77;5,01;-20;0;490,91
;WHITE DWARF 1 UNID. FEMINIZA;SEMILLA GRA-03;11;0,85;5;0;0;385,88
;AUTO AK 1 UNID. FEMINIZADA;SEMILLA GRA-04;11;0,85;5;-2;0;385,88
;CRITICAL 1 UNID. FEMINIZADAS;SEMILLA GRA-05;17;0,77;5,01;0;0;490,91
;CINDERELLA 99 1 UNID. FEMINIZADA;SEMILLA GRA-06;17;0,77;5,01;0;0;490,91
;GREAT WHITE SHARK 1 UNID FEMINIZADA;SEMILLA GRA-07;17;0,77;5,01;0;0;490,91
;CHOCOLOPE 1 UNID. FEMINIZADA;SEMILLA GRA-08;17;0,77;5,01;-60;0;490,91
;SWEET TOOTH 1 UNID. FEMINIZADA;SEMILLA GRA-09;17;0,77;5,01;-60;0;490,91
;SHISKABERRY 1 UNID. FEMINIZADA;SEMILLA GRA-10;17;0,77;5,01;-60;0;490,91
;SUPER SKUNK 1 UNID. FEMINIZADA;SEMILLA GRA-11;17;0,77;5,01;0;0;490,91
;OG KUSH 1 UNID. FEMINIZADA;SEMILLA GRA-12;17;0,77;5,01;-114;0;490,91
;NORTHERN LITGH AUTO 1 UNID. FEMINIZADA;SEMILLA GRA-13;11;0,85;5;0;0;385,88
;AUTO FRUIT 1 UNID. FEMINIZADA;SEMILLA GRA-14;11;0,85;5;0;0;385,88
;AUTO MAXIGUM 1 UNID. FEMINIZADA;SEMILLA GRA-15;11;0,85;5;-37;0;385,88
;AUTO CHEESE 1 UNID. FEMINIZADA;SEMILLA GRA-16;11;0,7;5;-2.025,00;0;490
;AUTO MAZAR 1 UNID. FEMINIZADA;SEMILLA GRA-17;11;0,85;5;-12;0;385,88
;SEMILLERO PLASTICO 150 AGUJEROS LANA DE ROCA;SEMILLERO-01;2;4,53;9,99;-4;0;82,34
;SEMILLERO PLASTICO 77 AGUJEROS LANA DE ROCA;SEMILLERO-02;2;4,62;9,99;-6;0;78,79
;BANDEJA JIFFI GRANDE 41mm 60 Agujeros;SEMILLERO-04;2;1,92;3;0;0;42,19
;BANDEJA JIFFI MEDIANO 33mm 84 Agujeros;SEMILLERO-05;2;1,92;3;-8;0;42,19
;BANDEJA JIFFI PEQUEÐO 24mm 104 Agujeros;SEMILLERO-06;2;1,92;3;0;0;42,19
;BIG BUD 10 UNID. REGULARES;SENSI SEEDS-01;2;45,66;88;0;0;75,21
;SUPER SKUNK 5 UNID. FEMINIZADAS WHITE LABEL BRAND;SENSI SEEDS-02;2;14,27;27,01;0;0;72,04
;SKUNK #1  5 UNID. FEMINIZADAS;SENSI SEEDS-03;1;9,79;21;0;0;94,99
;SUPER SKUNK 5 UNID. FEMINIZADAS;SENSI SEEDS-04;1;13,53;29;0;0;94,83
;JACK HERER 10 UNID. REGULARES;SENSI SEEDS-05;2;77,83;150;0;0;75,2
;SILVER HAZE 10 UNID. REGULARES;SENSI SEEDS-06;2;45,66;88;0;0;75,21
;SKUNK #1  10 UNID. REGULARES;SENSI SEEDS-07;2;15,05;29;0;0;75,15
;SUPER SKUNK 10 UNID. REGULARES;SENSI SEEDS-08;2;22,83;44;0;0;75,21
;NOTHER LIGHTS 10 UNID. REGULARES;SENSI SEEDS-09;2;56,55;109;0;0;75,23
;SKUNK #1  10 UNID. FEMINIZADAS;SENSI SEEDS-10;2;20,24;35;0;0;57,21
;BIG BUD 10 UNID. FEMINIZADAS;SENSI SEEDS-11;2;51,37;99;0;0;75,2
;FEMENIZED MIX 10 UNID. FEMINIZADAS;SENSI SEEDS-12;2;20,24;39;0;0;75,15
;SHIVA SHANTI 10 UNID. REGULARES;SENSI SEEDS-13;2;17,13;33;0;0;75,13
;EARLY SKUNK 25 UNID. FEMINIZADAS;SENSI SEEDS-14;2;68,5;132;0;0;75,18
;SUPER SKUNK 25 UNID. FEMINIZADAS;SENSI SEEDS-15;2;62,79;121;0;0;75,19
;SUPER SKUNK 3 UNID. FEMINIZADAS;SENSI SEEDS-16;2;9,86;20;0;0;84,38
;BIG BUD 3 UNID. FEMINIZADAS;SENSI SEEDS-17;2;16,61;32;0;0;75,14
;NORTHERN LIGHTS # 5 x HAZE  3 UNID. FEMINIZADAS;SENSI SEEDS-18;2;29,06;56;0;0;75,19
;EARLY GIRL 10 UNID. FEMINIZADAS;SENSI SEEDS-19;6;28,53;55;0;0;75,25
;SILVER HAZE # 9  5 UNID. FEMINIZADAS;SENSI SEEDS-20;2;26,47;52;0;0;78,58
;EARLY SKUNK 5 UNID. FEMINIZADAS;SENSI SEEDS-21;2;16,35;32;0;0;77,92
;NORTHERN LIGHTS # 5 x HAZE  10 UNID. FEMINIZADAS;SENSI SEEDS-22;2;93,39;180;0;0;75,22
;BIG BUD 5 UNID. FEMINIZADAS;SENSI SEEDS-23;2;26,47;52;0;0;78,58
;RUDERALIS INDICA 10 UNID. REGULARES;SENSI SEEDS-24;2;11,42;22;0;0;75,13
;HASHPLANT 10 UNID. REGULARES;SENSI SEEDS-25;2;62,26;120;0;0;75,22
;HINDU KUSH 10 UNID. REGULARES;SENSI SEEDS-26;2;17,13;33;0;0;75,13
;MAPLE LEAF INDICA 10 UNID. REGULARES;SENSI SEEDS-27;2;25,94;50;0;0;75,21
;MEXICA SATIVA 10 UNID. REGULARES;SENSI SEEDS-28;2;11,42;22;0;0;75,13
;NORTHERN LIGHTS # 5 x HAZE  5 UNID. FEMINIZADAS;SENSI SEEDS-29;2;47,48;92;0;0;76,16
;SUPER SKUNK 10 UNID. FEMINIZADAS;SENSI SEEDS-30;2;28,55;50;0;0;59,19
;MR. NICE G13 x HASHPLANT 10 UNID. REGULARES;SENSI SEEDS-31;2;73,68;142;0;0;75,2
;BLACK DOMINA 10 UNID. REGULARES;SENSI SEEDS-32;2;49,81;95;0;0;73,38
;AK-47 11 UNID. REGULARES;SERIOUS-01;8;50,5;80;0;0;44,02
;BUBBLE GUM 11 UNID. REGULARES;SERIOUS-02;2;46,25;70;0;0;25,08
;WHITE RUSSIAN 11 UNID. REGULARES;SERIOUS-03;8;43,98;70;0;0;44,7
;CHRONIC 11 UNID. REGULARES;SERIOUS-04;6;46,25;70;0;0;25,08
;KALIMIST 11 UNID. REGULARES;SERIOUS-05;6;53;80,01;0;0;24,75
;AK-47  6 UNID. FEMINIZADAS;SERIOUS-06;1;43,56;80,01;0;0;51,79
;SILENCIADOR X-250;SILENCIADOR-01;2;77,44;140;0;0;49,41
;SILENCIADOR X-125;SILENCIADOR-02;2;35,7;70;0;0;62,04
;SILENCIADOR LDC 315/900;SILENCIADOR-03;2;145,08;230;0;0;31,02
;SILENCIADOR 500 MM DIAM. 500 MM (BOCA 350 MM);SILENCIADOR-04;5;66,55;120;0;0;49,02
;SILENCIADOR 500 MM DIAM. 500 MM (BOCA 315 MM);SILENCIADOR-05;5;66,55;120;0;0;49,02
;SILENCIADOR 1000 MM DIAM. 380 MM (BOCA 250 MM);SILENCIADOR-06;5;70,18;125,01;0;0;47,21
;SILENCIADOR 1000 MM DIAM. 380 MM (BOCA 200 MM);SILENCIADOR-07;5;70,18;125,01;0;0;47,21
;SILENCIADOR 500 MM DIAM. 380 MM (BOCA 250 MM);SILENCIADOR-08;5;45,98;85;0;0;52,78
;SILENCIADOR 500 MM DIAM. 380 MM (BOCA 200 MM);SILENCIADOR-09;5;45,98;85;0;0;52,78
;SILENCIADOR 450 MM DIAM. 300 MM (BOCA 160 MM);SILENCIADOR-10;5;38,72;72;0;0;53,67
;SILENCIADOR 450 MM DIAM. 300 MM (BOCA 150 MM);SILENCIADOR-11;5;38,72;72;0;0;53,67
;SILENCIADOR 450 MM DIAM. 300 MM (BOCA 125 MM);SILENCIADOR-12;5;38,72;72;0;0;53,67
;SILENCIADOR 450 MM DIAM. 180 MM (BOCA 100 MM);SILENCIADOR-13;5;22,38;44;0;0;62,47
;SISTEMA DE CULTIVO IGS;SIST. CULTI-01;1;107,69;180;0;0;38,14
;AQUAFARM 35 L GHE (45,5x45,5x43);SIST. CULTI-02;2;51,4;80,01;0;0;28,64
;WATERFARM 12 L GHE;SIST. CULTI-03;2;37,52;65;0;0;43,18
;DUTCH POT HYDRO 1 M GHE;SIST. CULTI-04;2;266,07;350;0;0;8,72
;DUTCH POT HYDRO 2 M GHE;SIST. CULTI-05;2;456,24;625;0;0;13,21
;X-STREAMER CLONES 105;SIST. CULTI-06;1;114,34;200;0;0;44,56
;ATAMI WILMA 8 POTS;SIST. CULTI-07;1;130,68;180;0;0;13,84
;CUTTING BOARD SISTEMA HYDRO GHE;SIST. CULTI-08;2;54,84;90;0;0;35,63
;SISTEMA PANDA AERO AGUA DURA;SIST. CULTI-09;1;226,88;375;0;0;36,6
;AEROFLO 28 GHE;SIST. CULTI-10;1;313,8;450;0;0;18,52
;CLON-AIR AERO;SIST. CULTI-11;6;20,51;40;0;0;61,19
;DUTCH POT AERO 1M2 AGUA BLANDA GHE;SIST. CULTI-12;2;394,36;550,01;0;0;15,26
;X-STREAM 36 CLONES AEROPONICO;SIST. CULTI-13;2;69,42;130;0;0;54,77
;AEROFLO 28 GHE;SIST. CULTI-14;2;313,8;470;0;0;23,78
;COLLARIN NEOPRENO GHE;SIST. CULTI-15;2;0,31;0;0;0;-100
;TUBITO 7 MM CON SPRAYER 180? (DUTCH POT);SIST. CULTI-16;2;1,57;3;0;0;57,96
;SPRAYER 180? GHE;SIST. CULTI-17;2;0,28;0;0;0;-100
;JUNTA CHISTERA GHE;SIST. CULTI-18;2;1;2;0;0;65
;CONTROLADOR ACS (AQUAFARM);SIST. CULTI-19;2;71,57;125,01;0;0;44,35
;KIT COMPLETO PI-RACK;SIST. CULTI-20;2;3.617,90;4.400,00;0;0;0,51
;RAINFOREST 72 220 V AGUA BLANDA;SIST. CULTI-21;2;171,71;295;0;0;41,98
;SISTEMA PANDA HYDRO 1 M2 AGUA BLANDA;SIST. CULTI-22;2;190,57;270;0;0;17,09
;AEROFARM 3;SIST. CULTI-23;2;61,4;115;0;0;54,79
;PICA DE PLASTICO ROJO PARA MANTENER LOS SPRAYERS G;SIST. CULTI-24;2;0,24;0;0;0;-100
;LAVENDER 10 UNID. FEMINIZADAS;SOMA SEEDS-01;2;91,23;150;0;0;35,89
;SOMANGO 10 UNID. FEMINIZADAS;SOMA SEEDS-02;2;91,24;125,01;0;0;13,23
;N.Y.C. DIESEL 5 UNID. REGULARES;SOMA SEEDS-03;2;45,62;65;0;0;17,76
;AMNESIA HAZE 5 UNID. REGULARES;SOMA SEEDS-04;2;45,62;80,01;0;0;44,94
;SOPORTE PARA MESA GRIS 1x1,1 MTS;SOPORTE-01;6;48,39;80,01;0;0;36,64
;SUPER TRIVE 15 ML;SUPER TRIVE-01;6;5,18;9,99;0;0;59,46
;SUPER TRIVE 30 ML;SUPER TRIVE-02;6;5,93;11;0;0;53,29
;PACK COLECCION # 1  6 UNID.;SWEET SEEDS-01;1;17,59;32;0;0;65,38
;PACK COLECCION # 2  6 UNID.;SWEET SEEDS-02;1;21,74;47;0;0;96,55
;PACK COLECCION # 3  6 UNID.;SWEET SEEDS-03;1;19,4;37;0;0;73,4
;PACK COLECCION # 4  6 UNID.;SWEET SEEDS-04;1;23,6;51;0;0;96,44
;PACK COLECCION AUTOFLORECIENTES  6 UNID.;SWEET SEEDS-05;2;18;35;0;0;76,78
;CREAM CARAMEL 3 UNID.;SWEET SEEDS-06;1;12,33;24;0;0;76,97
;PSICODELICIA 3 UNID.;SWEET SEEDS-07;2;10,02;19;0;0;72,36
;JACK 47  3 UNID.;SWEET SEEDS-08;2;16,96;33;0;0;76,89
;S.A.D. 3 UNID.;SWEET SEEDS-09;2;9,5;18;0;0;72,21
;SWEET TAI 3 UNID.;SWEET SEEDS-10;2;9;17;0;0;71,67
;BLACK JACK 3 UNID.;SWEET SEEDS-11;2;10,02;19;0;0;72,36
;ICE COOL 3 UNID.;SWEET SEEDS-12;2;15,06;29;0;0;75,03
;SPEED DEVIL 3 UNID.;SWEET SEEDS-13;2;9;17;0;0;71,67
;MOHAM RAM 3 UNID.;SWEET SEEDS-14;2;10,29;20;0;0;76,68
;CREAM CARAMEL 10 UNID.;SWEET SEEDS-15;2;41,12;80;0;0;76,87
;BIG DEVIL 3 UNID.;SWEET SEEDS-16;2;10,23;19;0;0;68,82
;FAST BUD 3 UNID.;SWEET SEEDS-17;2;7,66;14;0;0;66,19
;WILD ROSE 3 UNID.;SWEET SEEDS-18;1;9,71;21;0;0;96,6
;SPEED DEVIL 5 UNID.;SWEET SEEDS-19;1;19,8;40;0;0;83,64
;S.A.D. 5 UNID.;SWEET SEEDS-20;2;15,67;30;0;0;74,03
;SWEET TAI 5 UNID.;SWEET SEEDS-21;2;14,9;29;0;0;76,91
;BLACK JACK 5 UNID.;SWEET SEEDS-22;2;16,71;32;0;0;74,09
;CREAM CARAMEL 5 UNID.;SWEET SEEDS-23;2;20,56;40;0;0;76,85
;PSICODELICIA 5 UNID.;SWEET SEEDS-24;1;16,5;32;0;0;76,3
;MOHAM RAM 5 UNID.;SWEET SEEDS-25;2;16,96;33;0;0;76,89
;WILD ROSE 5 UNID.;SWEET SEEDS-26;1;17,6;35;0;0;80,8
;ICE COOL 5 UNID.;SWEET SEEDS-27;1;24,2;48;0;0;80,33
;JACK 47  5 UNID.;SWEET SEEDS-28;1;25,44;55;0;0;96,54
;GREEN POISON 3 UNID.;SWEET SEEDS-29;2;11,56;22;0;0;73,01
;GANESH SPIRIT 3 UNID.;SWEET SEEDS-30;1;9,9;21;0;0;92,83
;FLASH BACK 2  3 UNID.;SWEET SEEDS-31;1;9,02;19;0;0;91,46
;GREEN POISON 5 UNID.;SWEET SEEDS-32;2;19,27;37;0;0;74,57
;GANESH SPIRIT 5 UNID.;SWEET SEEDS-33;1;17,6;35;0;0;80,8
;FLASH BACK 2  5 UNID.;SWEET SEEDS-34;1;16,5;32;0;0;76,3
;GREEN POISON 10 UNID.;SWEET SEEDS-35;1;38,5;75;0;0;77,09
;GANESH SPIRIT 10 UNID.;SWEET SEEDS-36;1;35,2;70;0;0;80,8
;FLASH BACK 2  10 UNID.;SWEET SEEDS-37;1;33;65;0;0;79,06
;S.A.D. 10 UNID.;SWEET SEEDS-38;2;31,35;61;0;0;76,87
;SWEET TAI 10 UNID.;SWEET SEEDS-39;1;28,6;58;0;0;84,37
;BLACK JACK 10 UNID.;SWEET SEEDS-40;1;33;65;0;0;79,06
;PSICODELICIA 10 UNID.;SWEET SEEDS-41;1;33;65;0;0;79,06
;MOHAM RAM 10 UNID.;SWEET SEEDS-42;2;33,92;65;0;0;74,2
;WILD ROSE 10 UNID.;SWEET SEEDS-43;1;35,2;70;0;0;80,8
;ICE COOL 10 UNID.;SWEET SEEDS-44;1;48,4;97;0;0;82,19
;JACK 47  10 UNID.;SWEET SEEDS-45;1;55;110;0;0;81,82
;SWEET CHEESE 3 UNID.;SWEET SEEDS-46;2;7,38;14;0;0;72,49
;SNOW FRUIT 3 UNID.;SWEET SEEDS-47;1;11,52;24;0;0;89,41
;DOUBLE WHITE 3 UNID.;SWEET SEEDS-48;1;9,02;19;0;0;91,46
;SPEED DEVIL # 2  3 UNID.;SWEET SEEDS-49;2;12,33;24;0;0;76,97
;DOUBLE WHITE 5 UNID.;SWEET SEEDS-50;1;15,03;32;0;0;93,55
;FAST BUD # 2  3 UNID.;SWEET SEEDS-51;2;10,02;19;0;0;72,36
;CREAM CARAMEL AUTOMATICA 3 UNID.;SWEET SEEDS-52;2;10,28;20;0;0;76,85
;BLACK JACK AUTOMATICA 3 UNID.;SWEET SEEDS-53;2;12,33;24;0;0;76,97
;BIG DEVIL # 2  3 UNID.;SWEET SEEDS-54;2;12,85;25;0;0;76,89
;S.A.D. AUTO 3 UNID.;SWEET SEEDS-55;2;9,42;18;0;0;73,67
;CREAM CARAMEL AUTOMATICA 5 UNID.;SWEET SEEDS-56;2;16,96;33;0;0;76,89
;BLACK JACK AUTOMATICA 5 UNID.;SWEET SEEDS-57;1;18,5;40;0;0;96,54
;BIG DEVIL # 2  5 UNID.;SWEET SEEDS-58;2;21,59;42;0;0;76,84
;CREAM 47  5 UNID.;SWEET SEEDS-59;1;21,98;47;0;0;94,4
;FAST BUD # 2  5 UNID.;SWEET SEEDS-60;1;15,04;32;0;0;93,42
;CREAM 47  3 UNID.;SWEET SEEDS-61;2;14,65;28;0;0;73,72
;BIG DEVIL 5 UNID.;SWEET SEEDS-62;2;16,96;33;0;0;76,89
;+ SPEED AUTO 3 UNID.;SWEET SEEDS-63;2;10,65;20;0;0;70,7
;CREAM CARAMEL AUTOMATICA 10 UNID.;SWEET SEEDS-64;2;33,92;66;0;0;76,89
;BIG DEVIL # 2  10 UNID.;SWEET SEEDS-65;2;43,17;84;0;0;76,88
;SWEET SKUNK AUTOMATICA 3 UNID.;SWEET SEEDS-66;2;7,38;14;0;0;72,49
;SWEET CHEESE AUTOMATICA 3 UNID.;SWEET SEEDS-67;2;7,59;14;0;0;67,72
;MOHAM RAM AUTOMATICA 3 UNID.;SWEET SEEDS-68;2;10,13;19;0;0;70,48
;GREEN POISON AUTOMATICA 3 UNID.;SWEET SEEDS-69;2;11,46;22;0;0;74,52
;SPEED DEVIL # 2  10 UNID.;SWEET SEEDS-70;2;41,12;80;0;0;76,87
;BOTAFUMEIRO 5 UNID.;SWEET SEEDS-71;2;12,68;24;0;0;72,08
;PACK COLECCION 6 UNID. AUTOFLORECIENTES + RAPIDAS;SWEET SEEDS-72;2;21,65;42;0;0;76,35
;SPEED DEVIL 10 UNID.;SWEET SEEDS-73;2;29,81;58;0;0;76,89
;BLACK JACK AUTOMATICA 10 UNID.;SWEET SEEDS-74;2;41,12;80;0;0;76,87
;CREAM MANDARINE AUTOMATICA 3 UNID.;SWEET SEEDS-75;2;12,17;24;0;0;79,29
